#
# Rotation matrix for each block in a genesis file.
# Format is:  R11 R12 R13 R21 R22 R23 R31 R32 R33
#
0.2873	-0.9149	-0.2837	0.4645	0.3921	-0.7941	0.8377	0.0964	0.5376
-0.6454	0.4017	0.6497	0.6846	0.6815	0.2586	-0.3389	0.6117	-0.7148
0.7808	0.3409	-0.5236	0.5503	0.0216	0.8347	0.2958	-0.9399	-0.1707
0.3754	-0.8214	0.4293	0.3572	0.5556	0.7508	-0.8553	-0.1286	0.5020
-0.5829	0.4043	-0.7048	0.5832	0.8122	-0.0164	0.5658	-0.4206	-0.7092
0.0827	0.3650	0.9273	0.3134	0.8738	-0.3719	-0.9460	0.3214	-0.0421
-0.7608	-0.0814	0.6439	0.6428	0.0420	0.7649	-0.0893	0.9958	0.0204
0.6876	-0.0967	-0.7197	0.2193	0.9725	0.0789	0.6922	-0.2121	0.6898
0.5531	0.7154	0.4270	0.5970	0.0172	-0.8020	-0.5811	0.6985	-0.4176
0.6614	-0.7219	0.2034	0.7378	0.6750	-0.0036	-0.1347	0.1524	0.9791
0.5741	0.5778	0.5800	0.1883	0.5963	-0.7804	-0.7968	0.5573	0.2335
-0.6831	-0.4370	-0.5851	0.4135	0.4289	-0.8032	0.6020	-0.7906	-0.1122
0.1116	0.3662	-0.9238	0.4840	0.7919	0.3724	0.8679	-0.4887	-0.0888
0.2819	-0.6704	-0.6864	0.9530	0.1127	0.2813	-0.1112	-0.7334	0.6706
0.0560	0.2380	0.9697	0.0344	0.9701	-0.2401	-0.9978	0.0467	0.0461
0.8061	-0.5593	-0.1934	0.0208	0.3534	-0.9352	0.5914	0.7499	0.2965
-0.1212	-0.0926	-0.9883	0.8009	0.5790	-0.1525	0.5864	-0.8100	0.0040
-0.2067	0.9720	-0.1118	0.2055	0.1548	0.9663	0.9566	0.1768	-0.2318
0.4662	-0.4381	-0.7686	0.2560	0.8984	-0.3568	0.8468	-0.0305	0.5310
0.1594	0.8548	-0.4940	0.6062	0.3102	0.7324	0.7792	-0.4162	-0.4687
0.3634	-0.2760	0.8898	0.9196	0.2595	-0.2951	-0.1495	0.9254	0.3482
-0.5982	0.2544	-0.7599	0.7263	0.5728	-0.3799	0.3386	-0.7792	-0.5274
-0.5335	0.2927	0.7936	0.5131	0.8578	0.0286	-0.6724	0.4225	-0.6078
-0.1968	-0.5662	0.8004	0.7390	0.4509	0.5006	-0.6443	0.6900	0.3297
-0.5695	0.7070	-0.4193	0.7427	0.2240	-0.6311	-0.3523	-0.6708	-0.6526
-0.6599	-0.3273	0.6763	0.2841	0.7246	0.6279	-0.6956	0.6065	-0.3852
-0.3691	-0.8152	0.4464	0.2247	0.3878	0.8939	-0.9018	0.4302	0.0401
-0.4210	0.3029	-0.8550	0.5222	0.8517	0.0446	0.7417	-0.4277	-0.5167
-0.6539	0.7553	-0.0442	0.4112	0.3058	-0.8587	-0.6351	-0.5797	-0.5105
0.7119	-0.1701	0.6814	0.5878	0.6752	-0.4456	-0.3843	0.7177	0.5807
0.6578	-0.7332	-0.1725	0.5573	0.3196	0.7663	-0.5067	-0.6002	0.6188
-0.0577	-0.9772	0.2044	0.1405	0.1947	0.9707	-0.9884	0.0847	0.1260
-0.5831	-0.4374	-0.6846	0.4857	0.4877	-0.7254	0.6512	-0.7555	-0.0719
-0.9876	-0.0699	0.1403	0.1295	0.1405	0.9816	-0.0883	0.9876	-0.1297
-0.6104	0.6642	0.4316	0.6515	0.1110	0.7505	0.4505	0.7393	-0.5004
0.0137	0.2259	-0.9740	0.7672	0.6223	0.1551	0.6412	-0.7494	-0.1648
0.4567	-0.8823	-0.1139	0.0569	0.1567	-0.9860	0.8878	0.4439	0.1217
-0.3189	0.9222	-0.2187	0.8813	0.2036	-0.4263	-0.3486	-0.3287	-0.8777
